dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,latitude,longitude,precision,onset,war,war_name
3122,3122001,1977,9,21,Waters between Arg and Falkland Is,Falkland Islands,-51.75,-59,4,1,0,
3123,3123001,1977,10,1,Waters between Arg. and Falklands,Falkland Islands,-51.75,-59,4,1,0,
3124,3124001,1977,9,3,Rhodesia/Botswana border,"Maitengwe, Botswana",-19.98333,26.43333,4,1,0,
3125,3125001,1977,8,27,Ghana/Togo border,"Ho, Ghana",6.6,0.4666667,4,1,0,
3126,3126001,1977,7,12,Egypt/Libya border,"Ain Qeiqab,",29.58333,24.93333,4,1,0,
3127,3127001,1977,7,6,.,zam border,-17.5,24.335,4,1,0,
3129,3129001,1977,6,23,Somalia/Kenya border,"Dif, Kenya",0.9833333,40.95,4,1,0,
3130,3130001,1977,6,27,Thailand/Burma border,"Huthi, Burma",16.18333,98.81667,4,1,0,
3131,3131001,1977,5,11,.,zim-zam border,-17.006,27.794,4,1,0,
3135,3135001,1966,3,10,Waters of Beira Mozambique,"Beira, Mozambique",-19.84361,34.83889,2,1,0,
3150,3150001,1959,4,23,Jordanian/Syrian border,mid pt of border,32.44389,37.02889,4,1,0,
3151,3151001,1958,3,5,Jordan/Syria border,mid pt of border,32.56611,37.31917,4,1,0,
3152,3152001,1958,3,5,Turkish/Syria border,mid pt of border,36.83333,40.88334,4,1,0,
3153,3153001,1956,1,7,Jordanian/Saudi Arabian border,mid pt of border,30.41139,37.84945,4,1,0,
3154,3154001,1955,11,3,Turkish/Syrian border,mid pt of border,36.83333,40.88334,4,1,0,
3155,3155001,1955,3,26,Turkish/Syrina border,mid pt of border,36.83333,40.88334,4,1,0,
3161,3161001,1949,4,26,.,SYR-JOR border,32.38,37.33,4,1,0,
3162,3162001,1960,9,26,Syrian/Jordanian border,"Imtan, Syria",32.4,36.81667,4,1,0,
3163,3163001,1962,8,17,Near Kars,"Kars, Turkey",40.61666,43.08333,2,1,0,
3164,3164001,1962,8,15,Iraqi/Turkish border area,"Cukurca, Turkey",41.06667,32.68333,4,1,0,
3165,3165001,1962,3,30,Turkish/Syrian border,"Tall Khinzir, Syria",36.83333,40.88334,4,1,0,
3166,3166001,1963,8,19,Syrian/Lebanonese border,"Hims, Syria",34.73333,36.71667,4,1,0,
3167,3167001,1963,2,5,Syrian/Lebanonese border,"Hims, Syria",34.73333,36.71667,4,1,0,
3168,3168001,1965,5,27,Turkish/Syrian border,"Tall Khinzir, Syria",36.83333,40.88334,4,1,0,
3169,3169001,1965,7,28,"Chukurcha, Turkey","Cukurca, Turkey",41.06667,32.68333,1,1,0,
3170,3170001,1967,1,15,Gulf of Aqaba,"Gulf of Aqaba, Saudia Arabia",29,34.66667,3,1,0,
3171,3171001,1966,2,24,Jordanian/Syrian border,mid pt of border,32.44389,37.02889,4,1,0,
3172,3172001,1967,4,20,Iraq/Kuwait boader,"Safwan, Iraq",30.1125,47.71556,4,1,0,
3173,3173001,1969,5,1,Lebanonese/Syrian border,"Riyaq, Lebanon",33.85,36.0175,4,1,0,
3174,3174001,1974,8,2,Israel,"Jerusalem, Israel",31.75,35,5,1,0,
3175,3175001,1975,8,4,Egyptian/Libyan border,"Wahat al Bahriyah, Egypt",28.25,28.91667,4,1,0,
3176,3176001,1976,6,6,Iraq/Syria boader,"Abu Kamal, Syria",34.45,40.91861,4,1,0,
3177,3177001,1976,7,18,Eastern Mediterranean Sea,Cyprus,35,33,5,1,0,
3179,3179001,1976,4,5,Lebanese waters,Beirut,33.87194,35.50972,4,1,0,
3180,3180001,1981,12,28,Iraq,Baghdad,33.37194,44.39389,5,1,0,
3192,3192001,1946,10,5,Yugoslavia,Belgrade,44.81194,20.46556,5,1,0,
3193,3193001,1946,8,9,Yugoslavia,Belgrade,44.81194,20.46556,5,1,0,
3194,3194001,1949,9,12,North Sea,North Sea,55.33333,3,5,1,0,
3195,3195001,1951,5,17,.,.,-9999,-9999,7,1,0,
3196,3196001,1950,5,3,USSR waters,ussr waters in west,60.09722,28.74278,4,1,0,
3197,3197001,1950,4,19,Greece/Bulgaria border,"Zlatograd, Bulgaria",41.38334,25.1,4,1,0,
3198,3198001,1951,9,3,waters off Indonesia,"Irian Jaya, Indonesia",5,138,4,1,0,
3199,3199001,1951,8,2,USSR/Iran border,"Ashgabat, Turkmenistan",37.95,58.38334,4,1,0,
3200,3200001,1952,5,1,coastal waters of Bulgaria,Burgas,42.5,27.46667,4,1,0,
3201,3201001,1952,5,14,USSR waters,ussr waters in west,60.09722,28.74278,4,1,0,
3202,3202001,1952,6,8,Albania,Tirana,41.3275,19.81889,5,1,0,
3203,3203001,1953,9,10,Taiwan Straits,Taiwan Straits,24,119,5,1,0,
3204,3204001,1953,8,10,Taiwan Straits,Taiwan Straits,24,119,5,1,0,
3205,3205001,1954,5,21,Aduatie,mid pt of adriatic,42.75083,16.2075,5,1,0,
3206,3206001,1969,5,-9,Zaire/Angola border,"Dundo, Angola",-7.383333,20.83333,4,1,0,
3207,3207001,1953,10,17,waters near Kuril Islands,"Kuril Islands, Russia",46.16667,152,4,1,0,
3208,3208001,1953,12,14,waters off China,waters between china and japan,31.195,125.7044,4,1,0,
3209,3209001,1954,10,4,Switzerland,Berne,46.91667,7.466667,5,1,0,
3210,3210001,1954,9,15,Finland/USSR border,"Kostomuksha, Russia",64.68333,30.81667,4,1,0,
3211,3211001,1955,2,1,waters near China,mid pt of coast,27.76722,120.8078,4,1,0,
3212,3212001,1955,12,29,waters near Japan,"Tsushima, Japan",34,129.5,4,1,0,
3213,3213001,1955,12,25,west of South Korea,Yellow Sea,36,124,5,1,0,
3214,3214001,1955,4,30,Baltic Sea,Baltic Sea,56,18,5,1,0,
3215,3215001,1973,1,19,Namibia/Zambia border,"Sesheke, Zambia",-17.75,23.38333,4,1,0,
3216,3216001,1955,3,15,waters near Albania,"Durres, Albania",41.32306,19.44139,4,1,0,
3217,3217001,1974,1,31,.,.,-9999,-9999,7,1,0,
3218,3218001,1955,11,28,Saudi Arabia,Riyadh,24.64083,46.77278,5,1,0,
3219,3219001,1955,7,27,Bulgaria,Tirana,41.3275,19.81889,5,1,0,
3221,3221001,1956,9,23,"near Amoy, China","Amoy, China",24.46,118.0789,2,1,0,
3222,3222001,1956,11,12,waters near Mexico,Ciudad Madero,22.26667,-97.83334,4,1,0,
3223,3223001,1956,9,1,waters near Norway,Bergen,60.39111,5.324722,4,1,0,
3224,3224001,1956,4,11,waters near Yugoslavia,Bar,42.09195,19.09444,4,1,0,
3225,3225001,1956,1,30,waters near Norway,Stavanger,58.96667,5.75,4,1,0,
3226,3226001,1976,5,17,Thai/Laos border,Viangchan,17.96667,102.6,4,1,0,
3227,3227001,1974,9,24,Nambia/Zambia border,"Sesheke, Zambia",-17.51667,24.85,4,1,0,
3229,3229001,1949,1,7,.,ISR-JOR border,31.15,35.687,4,1,0,
3230,3230001,1957,1,1,Jerusalem,"Jerusalem, Israel",31.75,35,1,1,0,
3231,3231001,1959,8,15,Jerusalem,"Jerusalem, Israel",31.75,35,1,1,0,
3242,3242001,1955,3,29,Ecuadorian coastal waters,Manta,-0.9333333,-80.7,4,1,0,
3243,3243001,1955,1,29,Peruvian coastal waters,"Callao, Peru",-12.06667,-77.15,4,1,0,
3244,3244001,1962,10,29,Peruvian coastal waters,"Lima, Peru",-12.05,-77.05,4,1,0,
3265,3265001,1947,5,12,.,"pt where borders of usr, chn, mon meet",49.95,116.95,2,1,0,
3266,3266001,1949,7,21,Changshan Island,"Chang Shan, China",30.22305,122.305,3,1,0,
3267,3267001,1973,1,29,Uganda/Rhodesia border,"Tabora, Tanzania",-5.666667,33.16667,4,1,0,
3268,3268001,1974,11,20,Botswana,Gaborone,-24.64639,25.91195,5,1,0,
3270,3270001,1973,5,25,Senegal,Dakar,14.66667,-17.43333,5,1,0,
3271,3271001,1967,4,8,Angola,"Luanda, Angola",-8.838333,13.23444,5,1,0,
3300,3300001,1968,5,-9,Waters off eastern Cambodia,"Kampot, Cambodia",12.11667,104.9667,3,1,0,
3310,3310001,1961,10,30,Sea of Japan,Sea of Japan,43.5,135,5,1,0,
3360,3360001,1960,11,8,"Kontum, S. Vietnam","Kon Tum, Vietnam",14.38333,107.95,1,1,0,
3361,3361001,1961,12,-9,.,coast of vietnam,16.51,107.89,4,1,0,
3370,3370001,1950,11,6,sinai desert,"Sinai, Egypt",29.5,34,3,1,0,
3371,3371001,1951,12,20,sinai desert,"Sinai, Egypt",29.5,34,3,1,0,
3372,3372001,1951,9,19,Gaza Strip,Gaza Strip,31.41667,34.33333,3,1,0,
3373,3373001,1953,1,24,Gaza Strip,Gaza Strip,31.41667,34.33333,3,1,0,
3374,3374001,1952,12,24,.,md point of ISR-EGY border,30.37,34.7,4,1,0,
3375,3375001,1957,4,3,Sinai,"Sinai, Egypt",29.5,34,3,1,0,
3376,3376001,1962,8,20,Sinai,"Sinai, Egypt",29.5,34,3,1,0,
3377,3377001,1963,7,23,.,md point of ISR-EGY border,30.37,34.7,4,1,0,
3378,3378001,1964,4,22,Sinai,"Sinai, Egypt",29.5,34,3,1,0,
3379,3379001,1966,2,18,Sinai,"Sinai, Egypt",29.5,34,3,1,0,
3380,3380001,1973,10,25,Suez Canal,"Suez, Egypt",29.91667,32.55,4,1,0,
3381,3381001,1975,10,15,Lebanon,Beirut,33.87194,35.50972,5,1,0,
3382,3382001,1977,11,14,Suez Canal,Suez Canal,29.91667,32.55,4,1,0,
3383,3383001,1979,7,3,Sinai Desert,"Sinai, Egypt",29.5,34,3,1,0,
3384,3384001,1983,1,20,Taba,"Taba, Egypt",29.48611,34.89305,1,1,0,
3385,3385001,1983,8,16,Sinai,"Sinai, Egypt",29.5,34,3,1,0,
3386,3386001,1949,12,23,Negev Desert,"Negev, Israel",30.5,34.91667,3,1,0,
3387,3387001,1970,8,8,Suez Canal,"Suez, Egypt",29.91667,32.55,4,1,0,
3400,3400001,1950,7,12,Northern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3401,3401001,1951,12,28,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3402,3402001,1952,8,12,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3403,3403001,1954,2,28,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3404,3404001,1954,4,6,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3405,3405001,1955,10,14,.,ISR-SYR border,32.945,35.84,4,1,0,
3406,3406001,1961,2,12,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3407,3407001,1962,8,3,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3408,3408001,1963,11,7,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3409,3409001,1964,11,3,Northern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3410,3410001,1965,12,2,Norhtern DMZ,ISR-SYR border,32.945,35.84,4,1,0,
3411,3411001,1950,2,16,Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3412,3412001,1966,9,17,.,ISR-SYR border,32.945,35.84,4,1,0,
3413,3413001,1951,12,16,Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3414,3414001,1952,1,9,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3415,3415001,1954,8,15,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3416,3416001,1955,8,4,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3417,3417001,1953,2,-9,Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3418,3418001,1955,3,29,Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3419,3419001,1958,11,10,.,ISR-SYR border,32.945,35.84,4,1,0,
3420,3420001,1958,9,14,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3421,3421001,1959,5,24,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3422,3422001,1960,7,6,Mediterranean Sea,ISR-SYR border,32.945,35.84,4,1,0,
3423,3423001,1962,12,4,Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3424,3424001,1963,7,22,Central and Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3425,3425001,1964,4,21,Southern Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3427,3427001,1950,10,9,Central Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3428,3428001,1953,2,22,Central Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3429,3429001,1954,7,20,.,ISR-SYR border,32.945,35.84,4,1,0,
3430,3430001,1959,10,7,Central Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3431,3431001,1961,5,30,.,ISR-SYR border,32.945,35.84,4,1,0,
3433,3433001,1966,2,13,Central Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3434,3434001,1961,9,27,Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3435,3435001,1965,9,11,Central Demilitarized Zone,ISR-SYR border,32.945,35.84,4,1,0,
3437,3437001,1973,11,7,Golan Heights,Golan Heights,33,35.75,3,1,0,
3438,3438001,1974,6,8,Golan Heights,Golan Heights,33,35.75,3,1,0,
3439,3439001,1975,11,26,Golan Heights,Golan Heights,33,35.75,3,1,0,
3440,3440001,1978,7,1,Lebanon,Beirut,33.87194,35.50972,5,1,0,
3441,3441001,1979,6,27,Lebanon and Hommes,Beirut,33.87194,35.50972,5,1,0,
3442,3442001,1982,10,4,Lebanon,Beirut,33.87194,35.50972,5,1,0,
3443,3443001,1985,6,13,Lebanon,Beirut,33.87194,35.50972,5,1,0,
3444,3444001,1980,8,24,Lebanon,Beirut,33.87194,35.50972,5,1,1,Israeli-Syrian (Lebanon) War
3445,3445001,1949,4,6,Lake Huleh,"Lake Hulen, Sweden",60.63334,14.28333,3,1,0,
3446,3446001,1967,6,15,Golan Heights,Golan Heights,33,35.75,3,1,0,
3447,3447001,1968,9,3,Golan Heights,Golan Heights,33,35.75,3,1,0,
3448,3448001,1980,8,24,.,syr-leb border,33.744,36.414,4,1,0,
3540,3540001,1983,12,30,thai-laos Border,mid pt of border,18.29917,103.7222,4,1,0,
3541,3541001,1984,2,19,Persian Gulf,Persian Gulf,27,51,5,1,0,
3602,3602001,1977,4,9,Katanga,"Katanga, DRC",-9,26,1,1,0,
3603,3603001,1977,6,25,Gulf of Siam,Gulf of Siam,10,102,3,1,0,
3604,3604001,1978,2,19,"Nicosia, Cyprus",Nicosia,35.16667,33.36666,1,1,0,
3606,3606001,1978,6,29,Waters off Norway,Bergen,60.39111,5.324722,4,1,0,
3607,3607001,1979,2,6,Waters off Morocco,Casablanca,33.59306,-7.616389,4,1,0,
3609,3609001,1980,4,18,Waters off Morocco,Casablanca,33.59306,-7.616389,4,1,0,
3610,3610001,1980,9,23,Natuna Islands,Natuna Islands,4,108.25,3,1,0,
3612,3612001,1982,1,15,Coast off Mindanao,"Mindanao Island, Phillippines",7.183333,124.2833,2,1,0,
3613,3613001,1982,12,3,.,oman-yemen border,17.78,52.55,4,1,0,
3614,3614001,1983,4,10,viet-china Border,mid pt of border,23.22833,105.1278,4,1,0,
3615,3615001,1983,4,28,Baltic Sea waters off of Sweden,Oland,57.06667,9.6,4,1,0,
3616,3616001,1983,9,4,.,.,-9999,-9999,7,1,0,
3617,3617001,1984,5,9,.,persian gulf coast of sau,26.82,50.25,4,1,0,
3618,3618001,1985,5,7,burm-thai Border,mid pt of border,15.6825,98.54945,4,1,0,
3620,3620001,1985,8,28,.,egy-lib border,27.13,25.13,4,1,0,
3621,3621001,1985,9,30,South Phillipines Island,Philippines,13,122,3,1,0,
3622,3622001,1985,1,9,viet-china Border,mid pt of border,23.22833,105.1278,4,1,0,
3625,3625001,1985,11,16,.,kuw coast,29.37,48.3,4,1,0,
3626,3626001,1986,2,27,Tripura Border Area,"Tripura, India",24,92,3,1,0,
3628,3628001,1986,10,-9,viet-china Border,mid pt of border,23.22833,105.1278,4,1,1,Second Sino-Vietnamese War
3629,3629001,1986,6,23,mali-burkina faso Border,mid pt of border,13.43111,-3.348889,4,1,0,
3630,3630001,1982,3,1,Falkland and South Georgian Islands,Falkland Islands,-51.75,-59,5,1,1,Falklands Islands War
3631,3631001,1977,7,2,.,cha-lib border,21.59,19.99,4,1,0,
3632,3632001,1980,12,3,libya-tunis Border,mid pt of border,31.74833,10.55694,4,1,0,
3633,3633001,1980,12,13,.,cha-lib border,21.59,19.99,4,1,0,
3634,3634001,1983,2,27,.,cha-lib border,21.59,19.99,4,1,0,
3635,3635001,1986,2,10,.,cha-lib border,21.59,19.99,4,1,0,
3636,3636001,1986,1,13,Gulf of Sidra,"Gulf of Sidra, Libya",31.5,18,3,1,0,
3637,3637001,1986,1,7,Mediterranean Sea,Mediterranean Sea,35,20,5,1,0,
3638,3638001,1987,10,5,china-vietnam Border,mid pt of border,23.22833,105.1278,4,1,0,
3639,3639001,1984,1,14,china-vietnam Border,mid pt of border,23.22833,105.1278,4,1,0,
3640,3640001,1970,11,21,Portuguese Guinea,bissau,11.91056,-15.82194,5,1,0,
3659,3659001,1971,11,6,Sinai Desert,"Sinai, Egypt",29.5,34,3,1,0,
3900,3900001,1989,12,11,Canadian Waters,mid pt of coast,48.36611,-61.79278,4,1,0,
3901,3901001,1989,1,12,Panama,Panama City,8.966666,-79.53333,5,1,0,
3903,3903001,1989,8,2,Lebanon,Beirut,33.87194,35.50972,5,1,0,
3904,3904001,1989,5,23,hon- el sal Border,mid pt of border,13.91667,-88.47472,4,1,0,
3905,3905001,1989,4,9,hon-nic Border,mid pt of border,14.09917,-85.53555,4,1,0,
3906,3906001,1989,12,11,Comoros,Comoros,-12,44.25,5,1,0,
3907,3907001,1989,11,30,Mediterranean Sea off of Lebanon,Beirut,33.87194,35.50972,4,1,0,
3908,3908001,1989,8,29,Mediterranean Sea off of Lebanon,Beirut,33.87194,35.50972,4,1,0,
3909,3909001,1989,1,12,"Eastern Aegean Sea, Northern Greece",Thermaikos Kolpos,40.38334,22.78333,5,1,0,
3910,3910001,1989,4,10,sen-malawi Border,mid pt of border,13.52528,-11.96028,4,1,0,
3911,3911001,1989,3,12,ken-uga Border,mid pt of border,1.415556,34.87,4,1,0,
3912,3912001,1989,11,15,sud-uga Border,mid pt of border,3.604722,32.43806,4,1,0,
3913,3913001,1989,9,20,ken-som Border,mid pt of border,1.172222,41.07917,4,1,0,
3914,3914001,1989,2,17,irq-irn Border,mid pt of border,33.75889,45.54972,4,1,0,
3915,3915001,1989,6,3,Eastern Mediterranean Sea,Cyprus,35,33,5,1,0,
3916,3916001,1989,2,11,pak-afg Border,mid pt of border,32.54194,69.2825,4,1,0,
3917,3917001,1989,1,28,Sea of Japan,Japan Sea,43.5,135.75,5,1,0,
3918,3918001,1989,7,15,Northeast Sri Lanka,Trincomalee,8.566667,81.23333,3,1,0,
3919,3919001,1989,5,21,thai-burma Border,mid pt of border,16.44611,98.85917,4,1,0,
3920,3920001,1989,1,23,Thailand/Cambodian Border,"Amphil, Cambodia",14.23556,103.1356,4,1,0,
3921,3921001,1989,10,25,Shatt al-Arab,Shatt-al Arab,29.94972,48.57306,3,1,0,
3922,3922001,1989,10,21,Turkish air space near border w syria,mid pt of border,36.8,39.07111,4,1,0,
3950,3950001,1990,1,31,Gulf of Mexico,Gulf of Mexico,25,-90,5,1,0,
3951,3951001,1990,10,2,Arabian Gulf,Arabian Gulf,27,51,5,1,0,
3952,3952001,1990,4,15,sen-guinea-biss Border,mid pt of border,13.46694,-13.83444,4,1,0,
3953,3953001,1989,11,15,sen-mali border,mid pt of border,13.52528,-11.96028,4,1,0,
3954,3954001,1990,1,4,ivory-liberia Border,mid pt of border,5.921111,-7.664166,4,1,0,
3955,3955001,1990,2,21,Luapula River,"Luapula River, DRC",-9.433333,28.55,4,1,0,
3956,3956001,1990,4,2,Iraq and Israel,"al rutbah, iraq",33.24417,39.92916,5,1,0,
3957,3957001,1990,5,28,.,md pt on irq-kuw border,29.783,47.284,4,1,1,Persian Gulf War
3958,3958001,1990,5,4,Gulf of Aqaba,"Gulf of Aqaba, Saudia Arabia",29,34.66667,3,1,0,
3959,3959001,1990,2,11,Kashmir,Kashmir,34.30667,71.80278,3,1,0,
3960,3960001,1990,2,8,thai-burma Border,mid pt of border,16.44611,98.85917,4,1,0,
3961,3961001,1990,6,25,png-indonesia Border,mid pt of border,-5.921945,141.0936,4,1,0,
3970,3970001,1991,2,-9,sud-egypt border,mid pt of border,21.94889,30.85833,4,1,0,
3971,3971001,1991,1,24,Persian Gulf,Persian Gulf,27,51,5,1,0,
3972,3972001,1991,7,29,Waters off British Colombia/Alaska,yukatat foreland,53.90194,-130.4025,4,1,0,
3973,3973001,1991,5,21,Persian Gulf,Persian Gulf,27,51,5,1,0,
3974,3974001,1991,3,15,.,md pt on irq-kuw border,29.783,47.284,4,1,0,
3975,3975001,1991,10,27,.,zaire,-3.16,23.41,5,1,0,
3976,3976001,1991,6,27,austria-yug border,mid pt of border,46.59945,14.97556,4,1,0,
3977,3977001,1991,8,22,hung-yug border,mid pt of border,45.80833,18.62694,4,1,0,
3978,3978001,1991,3,31,"Lofa County, Liberia","Loffa, Liberia",7.75,-10,3,1,0,
3979,3979001,1991,1,27,ugandan border,mid pt of border,3.753611,32.56222,4,1,0,
3980,3980001,1991,8,5,irq-turkey border,mid pt of border,37.22805,43.69833,4,1,0,
3981,3981001,1991,10,4,Western Iraq,"al rutbah, iraq",33.24417,39.92916,3,1,0,
3982,3982001,1991,8,7,Northern Kuwait,Sabriya,29.8,47.83333,3,1,0,
3983,3983001,1991,2,9,Taiwan,Taipei,25.01667,121.45,5,1,0,
3984,3984001,1991,2,4,south/north korea border,mid pt of border,38.35611,127.4631,4,1,0,
3985,3985001,1991,5,1,Kashmir,Kasmir,34.30667,71.80278,3,1,0,
3986,3986001,1991,12,21,bang/burma border,mid pt of border,21.315,92.56333,4,1,0,
3987,3987001,1991,10,6,ecu/peru border,mid pt of border,-2.878889,-77.64278,4,1,0,
3988,3988001,1991,2,2,Gulf of Fonseca,"Fonseca, Golfo de",13.16667,-87.66666,3,1,0,
3994,3994001,1977,9,-9,.,ISR-LEB border,32.93,35.519,4,1,0,
